PeakChr	PeakStart	PeakEnd	variant	CredibleSet	EnhancerID	CellType	PosteriorProb
chr19	17849940	17850340	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849790-17850490	thymus_fetal-Roadmap	NA
chr19	17849943	17850299	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849793-17850449	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	NA
chr19	17849943	17850299	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849793-17850449	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	NA
chr19	17849968	17850550	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849818-17850700	GM12878-ENCODE	NA
chr19	17849968	17850550	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849818-17850700	GM12878-ENCODE	NA
chr19	17849968	17850550	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849818-17850700	GM12878-ENCODE	NA
chr19	17849968	17850550	rs10418188	CAD_Harst2017-rs73015714	intergenic|chr19:17849818-17850700	GM12878-ENCODE	NA
chr19	17849979	17850490	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849829-17850640	U937_LPS_4hr-Engreitz	NA
chr19	17849979	17850490	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849829-17850640	U937_LPS_4hr-Engreitz	NA
chr19	17849979	17850490	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849829-17850640	U937_LPS_4hr-Engreitz	NA
chr19	17849990	17850190	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849840-17850340	THP_pmaLPS_ATAC_72h	NA
chr19	17849993	17850381	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849843-17850531	B_cell-ENCODE	NA
chr19	17849993	17850381	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849843-17850531	B_cell-ENCODE	NA
chr19	17849993	17850381	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849843-17850531	B_cell-ENCODE	NA
chr19	17850009	17850372	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849859-17850522	thymus_fetal-ENCODE	NA
chr19	17850009	17850372	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849859-17850522	thymus_fetal-ENCODE	NA
chr19	17850009	17850372	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849859-17850522	thymus_fetal-ENCODE	NA
chr19	17850015	17850215	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849865-17850365	coronary_artery-ENCODE	NA
chr19	17850041	17850241	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849891-17850391	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	NA
chr19	17850042	17850242	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849892-17850392	THP-1_macrophage-VanBortle2017	NA
chr19	17850058	17850258	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849908-17850408	ovary-Roadmap	NA
chr19	17850087	17850287	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849937-17850437	THP_pmaLPS_ATAC_48h	NA
chr19	17850087	17850287	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849937-17850437	THP_pmaLPS_ATAC_48h	NA
chr19	17850091	17850291	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849941-17850441	spleen-ENCODE	NA
chr19	17850091	17850291	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849941-17850441	spleen-ENCODE	NA
chr19	17850095	17850295	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849945-17850445	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	NA
chr19	17850095	17850295	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849945-17850445	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	NA
chr19	17850098	17850298	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849948-17850448	H1-hESC-ENCODE	NA
chr19	17850098	17850298	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849948-17850448	H1-hESC-ENCODE	NA
chr19	17850100	17850478	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849950-17850628	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr19	17850100	17850478	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849950-17850628	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr19	17850100	17850478	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849950-17850628	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr19	17850104	17850304	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849954-17850454	THP_pmaLPS_ATAC_2h	NA
chr19	17850104	17850304	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849954-17850454	THP_pmaLPS_ATAC_2h	NA
chr19	17850110	17850479	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849960-17850629	myotube-ENCODE	NA
chr19	17850110	17850479	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849960-17850629	myotube-ENCODE	NA
chr19	17850110	17850479	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849960-17850629	myotube-ENCODE	NA
chr19	17850110	17850310	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849960-17850460	THP_pmaLPS_ATAC_1h	NA
chr19	17850110	17850310	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849960-17850460	THP_pmaLPS_ATAC_1h	NA
chr19	17850110	17850310	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849960-17850460	THP_pmaLPS_ATAC_1h	NA
chr19	17850110	17850310	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849960-17850460	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	NA
chr19	17850110	17850310	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849960-17850460	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	NA
chr19	17850110	17850310	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849960-17850460	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	NA
chr19	17850113	17850519	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849963-17850669	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	NA
chr19	17850113	17850519	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849963-17850669	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	NA
chr19	17850113	17850519	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849963-17850669	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	NA
chr19	17850114	17850314	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849964-17850464	NCCIT	NA
chr19	17850114	17850314	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849964-17850464	NCCIT	NA
chr19	17850114	17850314	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849964-17850464	NCCIT	NA
chr19	17850115	17850315	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849965-17850465	THP1_LPS_4hr-Engreitz	NA
chr19	17850115	17850315	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849965-17850465	THP1_LPS_4hr-Engreitz	NA
chr19	17850115	17850315	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849965-17850465	THP1_LPS_4hr-Engreitz	NA
chr19	17850117	17850317	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849967-17850467	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	NA
chr19	17850117	17850317	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849967-17850467	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	NA
chr19	17850117	17850317	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849967-17850467	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	NA
chr19	17850121	17850321	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849971-17850471	THP_pmaLPS_ATAC_120h	NA
chr19	17850121	17850321	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849971-17850471	THP_pmaLPS_ATAC_120h	NA
chr19	17850121	17850321	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849971-17850471	THP_pmaLPS_ATAC_120h	NA
chr19	17850122	17850322	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849972-17850472	placenta-ENCODE	NA
chr19	17850122	17850322	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849972-17850472	placenta-ENCODE	NA
chr19	17850122	17850322	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849972-17850472	placenta-ENCODE	NA
chr19	17850127	17850327	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849977-17850477	THP_pmaLPS_ATAC_0h	NA
chr19	17850127	17850327	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849977-17850477	THP_pmaLPS_ATAC_0h	NA
chr19	17850127	17850512	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849977-17850662	K562-Roadmap	NA
chr19	17850127	17850512	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849977-17850662	K562-Roadmap	NA
chr19	17850127	17850512	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849977-17850662	K562-Roadmap	NA
chr19	17850127	17850327	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849977-17850477	THP_pmaLPS_ATAC_0h	NA
chr19	17850129	17850521	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849979-17850671	induced_pluripotent_stem_cell-ENCODE	NA
chr19	17850129	17850521	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849979-17850671	induced_pluripotent_stem_cell-ENCODE	NA
chr19	17850129	17850521	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849979-17850671	induced_pluripotent_stem_cell-ENCODE	NA
chr19	17850130	17850330	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849980-17850480	THP_pmaLPS_ATAC_6h	NA
chr19	17850130	17850330	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849980-17850480	THP_pmaLPS_ATAC_6h	NA
chr19	17850130	17850330	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849980-17850480	THP_pmaLPS_ATAC_6h	NA
chr19	17850132	17850332	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849982-17850482	THP_pmaLPS_ATAC_12h	NA
chr19	17850132	17850332	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849982-17850482	THP_pmaLPS_ATAC_12h	NA
chr19	17850132	17850332	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849982-17850482	THP_pmaLPS_ATAC_12h	NA
chr19	17850134	17850334	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17849984-17850484	THP1-Engreitz	NA
chr19	17850134	17850334	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17849984-17850484	THP1-Engreitz	NA
chr19	17850134	17850334	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17849984-17850484	THP1-Engreitz	NA
chr19	17850154	17850354	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850004-17850504	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	NA
chr19	17850154	17850354	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850004-17850504	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	NA
chr19	17850154	17850354	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850004-17850504	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	NA
chr19	17850163	17850363	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850013-17850513	THP_pmaLPS_ATAC_96h	NA
chr19	17850163	17850363	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850013-17850513	THP_pmaLPS_ATAC_96h	NA
chr19	17850163	17850363	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850013-17850513	THP_pmaLPS_ATAC_96h	NA
chr19	17850173	17850373	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850023-17850523	osteoblast-ENCODE	NA
chr19	17850173	17850373	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850023-17850523	osteoblast-ENCODE	NA
chr19	17850173	17850373	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850023-17850523	osteoblast-ENCODE	NA
chr19	17850181	17850381	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850031-17850531	skeletal_muscle_myoblast-Roadmap	NA
chr19	17850181	17850381	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850031-17850531	skeletal_muscle_myoblast-Roadmap	NA
chr19	17850181	17850381	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850031-17850531	skeletal_muscle_myoblast-Roadmap	NA
chr19	17850181	17850381	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850031-17850531	placenta-Roadmap	NA
chr19	17850181	17850381	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850031-17850531	placenta-Roadmap	NA
chr19	17850181	17850381	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850031-17850531	placenta-Roadmap	NA
chr19	17850183	17850383	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850033-17850533	muscle_of_trunk_fetal-ENCODE	NA
chr19	17850183	17850383	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850033-17850533	muscle_of_trunk_fetal-ENCODE	NA
chr19	17850183	17850383	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850033-17850533	muscle_of_trunk_fetal-ENCODE	NA
chr19	17850184	17850384	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850034-17850534	muscle_of_leg_fetal-ENCODE	NA
chr19	17850184	17850384	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850034-17850534	muscle_of_leg_fetal-ENCODE	NA
chr19	17850184	17850384	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850034-17850534	muscle_of_leg_fetal-ENCODE	NA
chr19	17850185	17850501	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850035-17850651	H1-hESC-Roadmap	NA
chr19	17850185	17850501	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850035-17850651	H1-hESC-Roadmap	NA
chr19	17850185	17850665	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850035-17850815	transverse_colon-ENCODE	NA
chr19	17850185	17850665	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850035-17850815	transverse_colon-ENCODE	NA
chr19	17850185	17850665	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850035-17850815	transverse_colon-ENCODE	NA
chr19	17850185	17850501	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850035-17850651	H1-hESC-Roadmap	NA
chr19	17850185	17850665	rs10418188	CAD_Harst2017-rs73015714	intergenic|chr19:17850035-17850815	transverse_colon-ENCODE	NA
chr19	17850188	17850388	rs10418535	CAD_Harst2017-rs73015714	intergenic|chr19:17850038-17850538	muscle_of_trunk_fetal-Roadmap	NA
chr19	17850188	17850388	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850038-17850538	muscle_of_trunk_fetal-Roadmap	NA
chr19	17850188	17850388	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850038-17850538	muscle_of_trunk_fetal-Roadmap	NA
chr19	17850194	17850394	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850044-17850544	Jurkat-Engreitz	NA
chr19	17850194	17850394	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850044-17850544	Jurkat-Engreitz	NA
chr19	17850195	17850395	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850045-17850545	cardiac_muscle_cell-ENCODE	NA
chr19	17850195	17850395	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850045-17850545	cardiac_muscle_cell-ENCODE	NA
chr19	17850229	17850429	rs10416028	CAD_Harst2017-rs73015714	intergenic|chr19:17850079-17850579	BJAB_anti-IgM_anti-CD40_4hr-Engreitz	NA
chr19	17850229	17850429	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850079-17850579	BJAB_anti-IgM_anti-CD40_4hr-Engreitz	NA
chr19	17850295	17850495	rs10417684	CAD_Harst2017-rs73015714	intergenic|chr19:17850145-17850645	HAP1	NA
chr19	17850462	17850662	rs10418188	CAD_Harst2017-rs73015714	intergenic|chr19:17850312-17850812	teloHAEC	NA
chr19	17850488	17850688	rs10418413	CAD_Harst2017-rs73015714	intergenic|chr19:17850338-17850838	U937-Engreitz	NA
chr19	17850488	17850688	rs10418188	CAD_Harst2017-rs73015714	intergenic|chr19:17850338-17850838	U937-Engreitz	NA
chr19	17861669	17861869	rs56251816	CAD_Harst2017-rs73015714	promoter|chr19:17861519-17862019	THP-1_macrophage-VanBortle2017	NA
chr19	33356994	33357194	rs73036869	CAD_Harst2017-rs10417115	genic|chr19:33356844-33357344	body_of_pancreas-ENCODE	NA
chr19	33356994	33357194	rs73036867	CAD_Harst2017-rs10417115	genic|chr19:33356844-33357344	body_of_pancreas-ENCODE	NA
chr19	33357059	33357259	rs73036867	CAD_Harst2017-rs10417115	genic|chr19:33356909-33357409	THP1-Engreitz	NA
chr19	33357059	33357259	rs73036869	CAD_Harst2017-rs10417115	genic|chr19:33356909-33357409	THP1-Engreitz	NA
chr19	33357101	33357301	rs73036869	CAD_Harst2017-rs10417115	genic|chr19:33356951-33357451	MDA-MB-231	NA
chr19	33357101	33357301	rs73036867	CAD_Harst2017-rs10417115	genic|chr19:33356951-33357451	teloHAEC	NA
chr19	33357101	33357301	rs73036869	CAD_Harst2017-rs10417115	genic|chr19:33356951-33357451	teloHAEC	NA
chr19	33357101	33357301	rs73036867	CAD_Harst2017-rs10417115	genic|chr19:33356951-33357451	MDA-MB-231	NA
chr19	33357146	33357346	rs73036867	CAD_Harst2017-rs10417115	genic|chr19:33356996-33357496	pancreatic-ductal-cell-AMP	NA
chr19	33357146	33357346	rs73036869	CAD_Harst2017-rs10417115	genic|chr19:33356996-33357496	pancreatic-ductal-cell-AMP	NA
chr19	33357148	33357348	rs73036867	CAD_Harst2017-rs10417115	genic|chr19:33356998-33357498	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	NA
chr19	33357148	33357348	rs73036869	CAD_Harst2017-rs10417115	genic|chr19:33356998-33357498	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	NA
chr19	33357368	33357841	rs11084675	CAD_Harst2017-rs10417115	genic|chr19:33357218-33357991	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	NA
chr19	33357478	33357678	rs11084675	CAD_Harst2017-rs10417115	genic|chr19:33357328-33357828	erythroblast-Corces2016	NA
chr19	33357571	33357771	rs11084675	CAD_Harst2017-rs10417115	genic|chr19:33357421-33357921	CD14-positive_monocyte-Novakovic2016	NA
chr19	33357635	33357835	rs11084675	CAD_Harst2017-rs10417115	genic|chr19:33357485-33357985	small_intestine_fetal-ENCODE	NA
chr19	33357654	33357854	rs11084675	CAD_Harst2017-rs10417115	genic|chr19:33357504-33358004	THP1_LPS_4hr-Engreitz	NA
chr19	33358110	33358310	rs7259823	CAD_Harst2017-rs10417115	genic|chr19:33357960-33358460	eahy926	NA
chr19	33358430	33358630	rs16967511	CAD_Harst2017-rs10417115	genic|chr19:33358280-33358780	placenta-Roadmap	NA
chr19	33358449	33358649	rs16967511	CAD_Harst2017-rs10417115	genic|chr19:33358299-33358799	placenta-ENCODE	NA
chr19	33358489	33358689	rs16967511	CAD_Harst2017-rs10417115	genic|chr19:33358339-33358839	trophoblast_cell-ENCODE	NA
chr19	33360384	33361155	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360234-33361305	small_intestine_fetal-Roadmap	NA
chr19	33360480	33361144	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360330-33361294	hepatocyte-ENCODE	NA
chr19	33360534	33361681	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360384-33361831	placenta-Roadmap	NA
chr19	33360543	33361370	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360393-33361520	HepG2-Roadmap	NA
chr19	33360576	33361183	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360426-33361333	placenta-ENCODE	NA
chr19	33360583	33361174	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361324	myotube_originated_from_skeletal_muscle_myoblast-Roadmap	NA
chr19	33360583	33361222	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361372	NCCIT	NA
chr19	33360583	33361163	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361313	HT29	NA
chr19	33360583	33361318	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361468	myotube-ENCODE	NA
chr19	33360583	33361246	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361396	liver-ENCODE	NA
chr19	33360583	33361407	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361557	H1-hESC-Roadmap	NA
chr19	33360583	33361239	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361389	TeloHAEC_TNF	NA
chr19	33360583	33361320	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361470	H1-hESC-ENCODE	NA
chr19	33360583	33361489	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361639	iPS_DF_19.11-ENCODE	NA
chr19	33360583	33361224	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361374	H7	NA
chr19	33360583	33361213	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361363	iPS_DF_19.11_Cell_Line-Roadmap	NA
chr19	33360583	33361663	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361813	H9-ENCODE	NA
chr19	33360583	33361201	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361351	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	NA
chr19	33360583	33361200	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361350	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	NA
chr19	33360583	33361170	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361320	stomach_fetal-ENCODE	NA
chr19	33360583	33361559	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361709	induced_pluripotent_stem_cell-ENCODE	NA
chr19	33360583	33361443	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360433-33361593	trophoblast_cell-ENCODE	NA
chr19	33361133	33361333	rs28521355	CAD_Harst2017-rs10417115	promoter|chr19:33360983-33361483	TeloHAEC_IL1b	NA
chr19	33361552	33361752	rs73041724	CAD_Harst2017-rs10417115	intergenic|chr19:33361402-33361902	THP_pmaLPS_ATAC_48h	NA
chr19	33361574	33361774	rs73041724	CAD_Harst2017-rs10417115	intergenic|chr19:33361424-33361924	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	NA
chr19	33361574	33361774	rs73041724	CAD_Harst2017-rs10417115	intergenic|chr19:33361424-33361924	THP_pmaLPS_ATAC_96h	NA
chr19	33361586	33362105	rs1990989	CAD_Harst2017-rs10417115	intergenic|chr19:33361436-33362255	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	NA
chr19	33361586	33362105	rs1990988	CAD_Harst2017-rs10417115	intergenic|chr19:33361436-33362255	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	NA
chr19	33361586	33362105	rs73041724	CAD_Harst2017-rs10417115	intergenic|chr19:33361436-33362255	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	NA
chr19	33361598	33361798	rs73041724	CAD_Harst2017-rs10417115	intergenic|chr19:33361448-33361948	THP-1_macrophage-VanBortle2017	NA
chr19	33361707	33361907	rs73041724	CAD_Harst2017-rs10417115	intergenic|chr19:33361557-33362057	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr19	33361707	33361907	rs1990989	CAD_Harst2017-rs10417115	intergenic|chr19:33361557-33362057	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr19	33361716	33361916	rs73041724	CAD_Harst2017-rs10417115	intergenic|chr19:33361566-33362066	BJAB-Engreitz	NA
chr19	33361716	33361916	rs1990989	CAD_Harst2017-rs10417115	intergenic|chr19:33361566-33362066	BJAB-Engreitz	NA
chr19	33361913	33362113	rs1990988	CAD_Harst2017-rs10417115	intergenic|chr19:33361763-33362263	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	NA
chr19	33361940	33362140	rs1990988	CAD_Harst2017-rs10417115	intergenic|chr19:33361790-33362290	HepG2-Roadmap	NA
chr19	33362035	33362235	rs1990988	CAD_Harst2017-rs10417115	intergenic|chr19:33361885-33362385	osteoblast-ENCODE	NA
chr19	33362035	33362235	rs1990987	CAD_Harst2017-rs10417115	intergenic|chr19:33361885-33362385	osteoblast-ENCODE	NA
chr19	33362049	33362249	rs1990987	CAD_Harst2017-rs10417115	intergenic|chr19:33361899-33362399	H9-ENCODE	NA
chr19	33362071	33362271	rs1990987	CAD_Harst2017-rs10417115	intergenic|chr19:33361921-33362421	teloHAEC	NA
chr19	33362983	33363183	rs10153451	CAD_Harst2017-rs10417115	intergenic|chr19:33362833-33363333	MDA-MB-231	NA
chr19	33362983	33363183	rs73041736	CAD_Harst2017-rs10417115	intergenic|chr19:33362833-33363333	MDA-MB-231	NA
chr19	33362983	33363183	rs10153507	CAD_Harst2017-rs10417115	intergenic|chr19:33362833-33363333	MDA-MB-231	NA
chr19	33363418	33363618	rs10153508	CAD_Harst2017-rs10417115	intergenic|chr19:33363268-33363768	Panc1-ENCODE	NA
chr19	33363426	33363626	rs10153508	CAD_Harst2017-rs10417115	intergenic|chr19:33363276-33363776	coronary_artery-ENCODE	NA
chr19	33369309	33369509	rs55851701	CAD_Harst2017-rs10417115	intergenic|chr19:33369159-33369659	U937_LPS_4hr-Engreitz	NA
chr19	33376924	33377585	rs10409494	CAD_Harst2017-rs10417115	genic|chr19:33376774-33377735	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	NA
chr19	33377373	33377573	rs10409494	CAD_Harst2017-rs10417115	genic|chr19:33377223-33377723	placenta-Roadmap	NA
chr19	33377407	33377607	rs10409494	CAD_Harst2017-rs10417115	genic|chr19:33377257-33377757	placenta-ENCODE	NA
chr19	33386377	33386577	rs10417115	CAD_Harst2017-rs10417115	genic|chr19:33386227-33386727	MM.1S-ENCODE	NA
chr19	33409332	33409532	rs73051153	CAD_Harst2017-rs10417115	genic|chr19:33409182-33409682	large_intestine_fetal-ENCODE	NA
chr19	33409380	33409580	rs73051153	CAD_Harst2017-rs10417115	genic|chr19:33409230-33409730	HAP1	NA
chr19	33412940	33413140	rs3991789	CAD_Harst2017-rs10417115	genic|chr19:33412790-33413290	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	NA
