CredibleSet	variant	AllCellTypes	TargetGenes	TopGene	chr	start	end	nSNP	AnyCoding	AnyPromoter	AnySpliceSite	Trait	Source	LocusID	BestSNPPos	BestSNP	BestSNPNearestGene	CodingVariantGene	SpliceSiteVariantGene	PromoterVariantGene
CAD_Harst2017-rs11191416	rs11191582	LNCAP,muscle_of_trunk_fetal-Roadmap,A673-ENCODE,HepG2-Roadmap,stomach_fetal-ENCODE,muscle_of_trunk_fetal-Roadmap,uterus-ENCODE,HeLa-S3-Roadmap,A673-ENCODE,HeLa-S3-ENCODE,LNCAP,spinal_cord_fetal-ENCODE,H9-ENCODE,stomach_fetal-Roadmap,induced_pluripotent_stem_cell-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,cardiac_muscle_cell-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,muscle_of_leg_fetal-Roadmap,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,muscle_of_trunk_fetal-Roadmap	CNNM2,INA,NT5C2,TAF5	NT5C2	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs11191416	rs12221064	body_of_pancreas-ENCODE,MDA-MB-231,Panc1-ENCODE,HCT116-AID_ENCODE_DHS_Auxin6hr,HCT116-AID_ENCODE_DHS_untreated,pancreatic-acinar-cell-AMP,MM.1S-ENCODE,LoVo,small_intestine_fetal-ENCODE,HCT116-ENCODE,T-cell-ENCODE,OCI-LY7-ENCODE,CD3-positive_T_cell-Roadmap,CD19-positive_B_cell-Roadmap,H9-ENCODE,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,CD56-positive_natural_killer_cells-Roadmap,Eahy926_IL1b,adipose_tissue-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,stomach_fetal-Roadmap,H9-Roadmap,CD8-positive_alpha-beta_T_cell-ENCODE	CNNM2	CNNM2	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs11191416	rs79237883	thymus_fetal-Roadmap,thymus_fetal-ENCODE,CD34-positive_mobilized-Roadmap,CD34-positive_mobilized-Roadmap,thymus_fetal-Roadmap,thymus_fetal-ENCODE,CD34-positive_mobilized-Roadmap,thymus_fetal-ENCODE,BJAB_anti-IgM_anti-CD40_4hr-Engreitz,GM12878-Roadmap,CD19-positive_B_cell-Roadmap,muscle_of_trunk_fetal-ENCODE,thymus_fetal-Roadmap,thymus_fetal-ENCODE,thymus_fetal-Roadmap,CD34-positive_mobilized-Roadmap,CD34-positive_mobilized-Roadmap,thymus_fetal-ENCODE,CD34-positive_mobilized-Roadmap,thymus_fetal-ENCODE,CD34-positive_mobilized-Roadmap	CALHM2,CNNM2,NT5C2,PCGF6,PDCD11,TAF5,USMG5	NT5C2	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs11191416	rs12416331	mammary_epithelial_cell-ENCODE,mammary_epithelial_cell-Roadmap,HeLa-S3-ENCODE	NT5C2	NT5C2	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs11191416	rs12413046	Karpas-422-ENCODE,thyroid_gland-ENCODE	NT5C2	NT5C2	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs11191416	rs17115100	adrenal_gland_fetal-ENCODE,adrenal_gland_fetal-Roadmap	CYP17A1	CYP17A1	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs11191416	rs77420391	thymus_fetal-Roadmap,OCI-LY7-ENCODE,large_intestine_fetal-ENCODE,CD34-positive_mobilized-Roadmap,megakaryocyte-erythroid_progenitor-Corces2016	NT5C2	NT5C2	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs11191416	rs17878846	H9-Roadmap,adrenal_gland-ENCODE,adrenal_gland_fetal-Roadmap,adrenal_gland_fetal-ENCODE,hepatocyte-ENCODE	AS3MT	AS3MT	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs11191416	rs11191580	adrenal_gland_fetal-ENCODE,adrenal_gland_fetal-ENCODE,adrenal_gland_fetal-ENCODE,adrenal_gland_fetal-ENCODE,adrenal_gland_fetal-ENCODE,adrenal_gland_fetal-ENCODE	INA,NT5C2,PCGF6,PDCD11,TAF5,USMG5	NT5C2	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs11191416	rs11191426	trophoblast_cell-ENCODE	AS3MT	AS3MT	chr10	104591393	104959188	117	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11191416	104591393	rs17115100	CYP17A1	CNNM2	NA	NA
CAD_Harst2017-rs112370447	rs1015411	LoVo	GPR22	GPR22	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs10267907	erythroblast-Corces2016,erythroblast-Corces2016,erythroblast-Corces2016	COG5,DUS4L,GPR22	COG5	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs2178497	CD19-positive_B_cell-Roadmap,B_cell-ENCODE,B_cell-ENCODE,CD19-positive_B_cell-Roadmap,B_cell-ENCODE,CD19-positive_B_cell-Roadmap,B_cell-ENCODE,CD19-positive_B_cell-Roadmap,OCI-LY7-ENCODE,GM12878-Roadmap,B_cell-ENCODE,CD19-positive_B_cell-Roadmap,GM12878-ENCODE,CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016	BCAP29,COG5,DUS4L,GPR22,SLC26A4	SLC26A4	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs2057837	CD3-positive_T_cell-Roadmap	BCAP29	BCAP29	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs3801944	breast_epithelium-ENCODE,breast_epithelium-ENCODE,breast_epithelium-ENCODE	BCAP29,COG5,DUS4L	BCAP29	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs2253146	Panc1-ENCODE,Panc1-ENCODE	COG5,DUS4L	COG5	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs2107713	spinal_cord_fetal-ENCODE	BCAP29	BCAP29	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs986994	H9-ENCODE,H9-ENCODE,H9-ENCODE,H9-ENCODE,H9-Roadmap	BCAP29,COG5,DUS4L,GPR22	GPR22	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs7793613	muscle_of_trunk_fetal-ENCODE,muscle_of_trunk_fetal-Roadmap	BCAP29	BCAP29	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs4727680	keratinocyte-Roadmap	GPR22	GPR22	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs6976607	megakaryocyte-erythroid_progenitor-Corces2016,keratinocyte-Roadmap,keratinocyte-ENCODE,mammary_epithelial_cell-Roadmap,uterus-ENCODE	BCAP29	BCAP29	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs3779494	muscle_of_trunk_fetal-ENCODE,muscle_of_trunk_fetal-Roadmap	BCAP29	BCAP29	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs3801948	LNCAP,LNCAP,LNCAP	BCAP29,COG5,DUS4L	BCAP29	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs2520249	stomach_fetal-ENCODE,trophoblast_cell-ENCODE,MCF-7-ENCODE,pancreas-Roadmap,body_of_pancreas-ENCODE,stomach_fetal-Roadmap,HT29,LoVo,placenta-Roadmap,keratinocyte-Roadmap,placenta-ENCODE,placenta-ENCODE,MCF-7-ENCODE,trophoblast_cell-ENCODE,stomach_fetal-Roadmap,keratinocyte-Roadmap,pancreas-Roadmap,placenta-Roadmap,body_of_pancreas-ENCODE,stomach_fetal-ENCODE,LoVo,placenta-Roadmap,LoVo,trophoblast_cell-ENCODE,MCF-7-ENCODE,stomach-Roadmap,placenta-ENCODE,stomach_fetal-Roadmap,breast_epithelium-ENCODE,keratinocyte-ENCODE,body_of_pancreas-ENCODE,pancreas-Roadmap,stomach_fetal-ENCODE,PC-9-ENCODE,keratinocyte-Roadmap,adipose_tissue-ENCODE,HCT116-ENCODE,HT29,placenta-Roadmap,placenta-ENCODE,body_of_pancreas-ENCODE,placenta-Roadmap,stomach_fetal-Roadmap,stomach_fetal-ENCODE,stomach_fetal-Roadmap,LoVo,HT29,breast_epithelium-ENCODE,keratinocyte-Roadmap,PC-9-ENCODE,MCF-7-ENCODE,stomach_fetal-ENCODE,body_of_pancreas-ENCODE,placenta-ENCODE,placenta-Roadmap,keratinocyte-ENCODE,HCT116-ENCODE,stomach-Roadmap,adipose_tissue-ENCODE,pancreas-Roadmap,trophoblast_cell-ENCODE,LoVo,keratinocyte-Roadmap,MCF-7-ENCODE,keratinocyte-ENCODE,HCT116-ENCODE,PC-9-ENCODE,placenta-Roadmap,placenta-ENCODE,placenta-ENCODE,placenta-Roadmap,stomach_fetal-ENCODE,stomach_fetal-Roadmap,placenta-Roadmap,placenta-ENCODE,placenta-Roadmap,body_of_pancreas-ENCODE,stomach_fetal-Roadmap,stomach_fetal-ENCODE,placenta-ENCODE,LoVo,placenta-Roadmap,trophoblast_cell-ENCODE,placenta-ENCODE,LoVo	BCAP29,CBLL1,CCDC71L,COG5,DLD,DUS4L,GPR22,LAMB1,LAMB4,NRCAM,PIK3CG,PRKAR2B,SLC26A3,SLC26A4	COG5	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs12673675	white_adipose-Loft2014	GPR22	GPR22	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs2520241	LoVo	GPR22	GPR22	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs4730245	keratinocyte-Roadmap	GPR22	GPR22	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs112370447	rs2894475	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	SLC26A4	SLC26A4	chr7	106941324	107278901	96	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs112370447	106941324	rs12112877	COG5	NA	NA	NA
CAD_Harst2017-rs114123510	rs72936852	hepatocyte-ENCODE,hepatocyte-ENCODE	CARF,WDR12	CARF	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs6719001	bipolar_neuron_from_iPSC-ENCODE,bipolar_neuron_from_iPSC-ENCODE	CARF,WDR12	CARF	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs144505847	epithelial_cell_of_prostate-ENCODE,Adipocyte-Claussnitzer_d6,epithelial_cell_of_prostate-ENCODE,HeLa-S3-Roadmap,gastrocnemius_medialis-ENCODE,HeLa-S3-ENCODE,stomach-Roadmap,MCF10A-Ji2017,Adipocyte-Claussnitzer_d6,epithelial_cell_of_prostate-ENCODE,MCF10A_treated_with_TAM24hr-Ji2017,Adipocyte-Claussnitzer_d14,HeLa-S3-ENCODE,stomach-Roadmap,MCF10A-Ji2017,epithelial_cell_of_prostate-ENCODE,HeLa-S3-Roadmap,gastrocnemius_medialis-ENCODE,Adipocyte-Claussnitzer_d6,Adipocyte-Claussnitzer_d14,MCF10A_treated_with_TAM24hr-Ji2017,Adipocyte-Claussnitzer_d6,epithelial_cell_of_prostate-ENCODE	ABI2,CARF,FAM117B,ICA1L,WDR12	ICA1L	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72934512	H1_Derived_Mesenchymal_Stem_Cells-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap	ICA1L,NBEAL1	NBEAL1	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72936870	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016,CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	CARF,WDR12	CARF	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72934715	THP1-Engreitz,THP1-Engreitz,CD14-positive_monocytes-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017,THP1-Engreitz,GM12878-ENCODE,THP1-Engreitz	CARF,FAM117B,ICA1L,WDR12	ICA1L	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72932722	white_adipose-Loft2014	FAM117B	FAM117B	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72926783	K562-Roadmap,K562-Roadmap,K562-Roadmap	CARF,NBEAL1,WDR12	NBEAL1	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs143805266	NCCIT	ICA1L	ICA1L	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72936856	A673-ENCODE,A673-ENCODE	CARF,WDR12	CARF	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72932588	MM.1S-ENCODE,GM12878-Roadmap,uterus-ENCODE,HepG2-Roadmap,GM12878-ENCODE	NBEAL1	NBEAL1	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72932723	white_adipose-Loft2014	FAM117B	FAM117B	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72926769	placenta-Roadmap,placenta-Roadmap,MCF10A_treated_with_TAM24hr-Ji2017,placenta-Roadmap,placenta-Roadmap,MCF10A_treated_with_TAM24hr-Ji2017,placenta-Roadmap,MCF10A_treated_with_TAM24hr-Ji2017,placenta-Roadmap,MCF10A_treated_with_TAM24hr-Ji2017	ABI2,CARF,FAM117B,ICA1L,NBEAL1,WDR12	CARF	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs149846585	cardiac_muscle_cell-ENCODE,muscle_of_trunk_fetal-Roadmap,pancreatic-ductal-cell-AMP,MCF-7-ENCODE,muscle_of_trunk_fetal-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap,stomach_fetal-Roadmap,spinal_cord_fetal-ENCODE,MDA-MB-231,TeloHAEC_TNF,muscle_of_leg_fetal-Roadmap,mammary_epithelial_cell-Roadmap,mammary_epithelial_cell-ENCODE,Panc1-ENCODE,HAP1,foreskin_fibroblast-Roadmap,adrenal_gland_fetal-ENCODE,adrenal_gland_fetal-Roadmap,CD34-positive_mobilized-Roadmap,osteoblast-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,pancreas-Roadmap,muscle_of_leg_fetal-ENCODE,adipose_tissue-ENCODE,Adipocyte-Claussnitzer_d0,SK-N-SH-ENCODE,fibroblast_of_dermis-ENCODE,Karpas-422-ENCODE,stomach_fetal-ENCODE,placenta-Roadmap,MM.1S-ENCODE,B_cell-ENCODE,GM12878-Roadmap,MCF10A-Ji2017,OCI-LY7-ENCODE,breast_epithelium-ENCODE,Jurkat-Engreitz,CD8-positive_alpha-beta_T_cell-Corces2016,pancreatic-alpha-cell-AMP,pancreatic-acinar-cell-AMP,MCF10A_treated_with_TAM24hr-Ji2017,natural_killer_cell-Corces2016,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,U937_LPS_4hr-Engreitz,placenta-ENCODE,H1-hESC-Roadmap,Jurkat_anti-CD3_PMA_4hr-Engreitz,body_of_pancreas-ENCODE,THP_pmaLPS_ATAC_1h,THP_pmaLPS_ATAC_2h,THP_pmaLPS_ATAC_120h,teloHAEC,THP_pmaLPS_ATAC_0h,CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016,THP1_LPS_4hr-Engreitz,THP-1_macrophage-VanBortle2017,THP_pmaLPS_ATAC_24h,U937-Engreitz,Adipocyte-Claussnitzer_d6,BJAB-Engreitz,pancreatic-beta-cell-AMP,Adipocyte-Claussnitzer_d2	ICA1L	ICA1L	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs72932575	pancreas-Roadmap	NBEAL1	NBEAL1	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs114123510	rs138805020	bipolar_neuron_from_iPSC-ENCODE,bipolar_neuron_from_iPSC-ENCODE	CARF,WDR12	CARF	chr2	203639395	204121145	251	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs114123510	203639395	rs72932707	ICA1L	WDR12;CARF;NBEAL1	NA	NA
CAD_Harst2017-rs11591147	rs11591147	H9-ENCODE,H9-Roadmap,HepG2-Roadmap,A673-ENCODE,LoVo,mammary_epithelial_cell-Roadmap,mammary_epithelial_cell-ENCODE	PCSK9	PCSK9	chr1	55505647	55505647	1	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11591147	55505647	rs11591147	PCSK9	PCSK9	NA	NA
CAD_Harst2017-rs11677932	rs13032404	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	COL6A3,COPS8,KLHL30,PRLH,RAB17,TRAF3IP1	COL6A3	chr2	238219499	238233483	6	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11677932	238219499	rs7580831	COL6A3	NA	NA	NA
CAD_Harst2017-rs11677932	rs11677932	IMR90-Roadmap,stomach_fetal-ENCODE,fibroblast_of_lung_fetal-ENCODE,cardiac_muscle_cell-ENCODE,cardiac_muscle_cell-ENCODE,cardiac_muscle_cell-ENCODE,cardiac_muscle_cell-ENCODE,fibroblast_of_lung_fetal-ENCODE,IMR90-ENCODE,spinal_cord_fetal-ENCODE,sigmoid_colon-ENCODE,muscle_of_leg_fetal-Roadmap,muscle_of_trunk_fetal-Roadmap,coronary_artery_smooth_muscle_cell-Miller2016,adrenal_gland_fetal-Roadmap,muscle_of_trunk_fetal-ENCODE,stomach_fetal-Roadmap,IMR90-Roadmap,adipose_tissue-ENCODE,stomach_fetal-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,transverse_colon-ENCODE,muscle_of_leg_fetal-ENCODE,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,cardiac_muscle_cell-ENCODE,adrenal_gland_fetal-ENCODE,transverse_colon-ENCODE,stomach_fetal-ENCODE,cardiac_muscle_cell-ENCODE,stomach_fetal-Roadmap,cardiac_muscle_cell-ENCODE,cardiac_muscle_cell-ENCODE,stomach_fetal-ENCODE,cardiac_muscle_cell-ENCODE,cardiac_muscle_cell-ENCODE,cardiac_muscle_cell-ENCODE,stomach_fetal-ENCODE,fibroblast_of_lung_fetal-ENCODE,IMR90-Roadmap,stomach_fetal-Roadmap,coronary_artery_smooth_muscle_cell-Miller2016,transverse_colon-ENCODE,sigmoid_colon-ENCODE,cardiac_muscle_cell-ENCODE,H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap,fibroblast_of_lung_fetal-ENCODE,stomach_fetal-ENCODE,cardiac_muscle_cell-ENCODE,stomach_fetal-ENCODE,stomach_fetal-ENCODE,cardiac_muscle_cell-ENCODE,cardiac_muscle_cell-ENCODE,stomach_fetal-ENCODE,cardiac_muscle_cell-ENCODE,stomach_fetal-ENCODE,cardiac_muscle_cell-ENCODE	ACKR3,AGAP1,AGAP1-IT1,ASB1,COL6A3,COPS8,GBX2,ILKAP,IQCA1,KLHL30,LRRFIP1,MLPH,PER2,PRLH,RAB17,RAMP1,SCLY,TRAF3IP1,UBE2F,UBE2F-SCLY	COL6A3	chr2	238219499	238233483	6	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs11677932	238219499	rs7580831	COL6A3	NA	NA	NA
CAD_Harst2017-rs116843064	rs116843064	gastrocnemius_medialis-ENCODE,white_adipose-Loft2014,fibroblast_of_dermis-ENCODE,TeloHAEC_IL1b,Eahy926_IL1b,Eahy926_VEGF,Eahy926_Ctrl,TeloHAEC_TNF,Eahy926_TNF,TeloHAEC_Ctrl,brite_adipose-Loft2014	ANGPTL4	ANGPTL4	chr19	8429323	8429323	1	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs116843064	8429323	rs116843064	ANGPTL4	ANGPTL4	NA	NA
CAD_Harst2017-rs11810571	rs6683364	osteoblast-ENCODE	MRPL9	MRPL9	chr1	151737349	151770138	27	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs11810571	151737349	rs1196456	MRPL9	NA	NA	TDRKH
CAD_Harst2017-rs11810571	rs6673002	pancreatic-ductal-cell-AMP	MRPL9	MRPL9	chr1	151737349	151770138	27	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs11810571	151737349	rs1196456	MRPL9	NA	NA	TDRKH
CAD_Harst2017-rs11810571	rs1521185	bipolar_neuron_from_iPSC-ENCODE,bipolar_neuron_from_iPSC-ENCODE,MCF-7-ENCODE,bipolar_neuron_from_iPSC-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,MDA-MB-231,HepG2-Roadmap,MCF-7-ENCODE,bipolar_neuron_from_iPSC-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,MDA-MB-231,HepG2-Roadmap	MRPL9,TDRKH	TDRKH	chr1	151737349	151770138	27	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs11810571	151737349	rs1196456	MRPL9	NA	NA	TDRKH
CAD_Harst2017-rs11810571	rs3811414	bipolar_neuron_from_iPSC-ENCODE,bipolar_neuron_from_iPSC-ENCODE,iPS_DF_19.11-ENCODE,bipolar_neuron_from_iPSC-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap,MCF-7-ENCODE,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,adrenal_gland_fetal-Roadmap,bipolar_neuron_from_iPSC-ENCODE,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,iPS_DF_19.11-ENCODE,H9-Roadmap,H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap,adrenal_gland_fetal-Roadmap,H9-Roadmap,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,H1-hESC-Roadmap,H1-hESC-Roadmap,MCF-7-ENCODE,iPS_DF_19.11_Cell_Line-Roadmap	MRPL9,TDRKH	TDRKH	chr1	151737349	151770138	27	FALSE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs11810571	151737349	rs1196456	MRPL9	NA	NA	TDRKH
