CredibleSet	LeadVariant	TargetGene	variant	chr	position	Coding	codingVariant	CellTypeOftheClosestECPeak	variantInClosestECPeak	RankOfGeneTSSDistanceToECPeakWithVariant	CellTypesWithEPInteractions	MaxABC.Score	MaxABCVariant	MaxABC.Rank	ECCellTypesWithEPInteractions	MaxABC.Score.EC	MacABCECVariant	MaxABC.Rank.ECOnly	lead_SNP_to_TSS_distance	rank_lead_SNP_to_TSS
CAD_Harst2017-rs3851738	rs3851738	TERF2IP	rs4888379	chr16	75340231	NA	NA	NA	NA	NA	epithelial_cell_of_prostate-ENCODE	0.082397	TRUE	7	TeloHAEC_IL1b	0.05144	TRUE	10	294101	14
CAD_Harst2017-rs3851738	rs3851738	TMEM170A	rs3743609	chr16	75467021	NA	NA	NA	NA	NA	H9-Roadmap	0.185687	TRUE	3	NA	NA	NA	NA	111102	3
CAD_Harst2017-rs3851738	rs3851738	TMEM170A	rs4888379	chr16	75340231	NA	NA	NA	NA	NA	NA	NA	NA	NA	TeloHAEC_IL1b	0.058419	TRUE	6	111102	3
CAD_Harst2017-rs3851738	rs3851738	TMEM231	rs4888379	chr16	75340231	NA	NA	NA	NA	NA	large_intestine_fetal-Roadmap	0.075435	TRUE	11	TeloHAEC_IL1b	0.046443	TRUE	12	202651	8
CAD_Harst2017-rs3851738	rs3851738	WDR59	rs4888379	chr16	75340231	NA	NA	NA	NA	NA	large_intestine_fetal-Roadmap	0.078804	TRUE	9	TeloHAEC_IL1b	0.047569	TRUE	11	-368489	16
CAD_Harst2017-rs3851738	rs3851738	ZFP1	rs4888379	chr16	75340231	NA	NA	NA	NA	NA	epithelial_cell_of_prostate-ENCODE	0.085439	TRUE	6	TeloHAEC_IL1b	0.060609	TRUE	4	-205195	9
CAD_Harst2017-rs3851738	rs3851738	ZNRF1	rs4888379	chr16	75340231	NA	NA	NA	NA	NA	large_intestine_fetal-Roadmap	0.069683	TRUE	13	TeloHAEC_IL1b	0.042541	TRUE	13	-354619	15
CAD_Harst2017-rs3918226	rs3918226	ATG9B	rs3918226	chr7	150690176	NA	NA	NA	NA	NA	Eahy926_VEGF	0.105093	TRUE	2	Eahy926_VEGF	0.105093	TRUE	2	31410	3
CAD_Harst2017-rs3918226	rs3918226	NOS3	rs3918226	chr7	150690176	NA	NA	NA	NA	NA	Eahy926_VEGF	0.44992	TRUE	1	Eahy926_VEGF	0.44992	TRUE	1	715	1
CAD_Harst2017-rs3936511	rs3936511	C5orf67	rs3936510	chr5	55860866	NA	NA	NA	NA	NA	U937-Engreitz	0.017202	TRUE	1	NA	NA	NA	NA	41278	1
CAD_Harst2017-rs4266144	rs4266144	CCNL1	rs12487629	chr3	156852205	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.018109	TRUE	5	NA	NA	NA	NA	25957	1
CAD_Harst2017-rs4266144	rs4266144	CCNL1	rs4266144	chr3	156852592	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.018109	TRUE	5	NA	NA	NA	NA	25957	1
CAD_Harst2017-rs4266144	rs4266144	CCNL1	rs4368453	chr3	156852141	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.018109	TRUE	5	NA	NA	NA	NA	25957	1
CAD_Harst2017-rs4266144	rs4266144	LEKR1	rs4266144	chr3	156852592	NA	NA	NA	NA	NA	liver-ENCODE	0.025926	TRUE	1	NA	NA	NA	NA	-308497	3
CAD_Harst2017-rs4266144	rs4266144	PQLC2L	rs12487629	chr3	156852205	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.015448	TRUE	6	NA	NA	NA	NA	408540	6
CAD_Harst2017-rs4266144	rs4266144	PQLC2L	rs4266144	chr3	156852592	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.015448	TRUE	6	NA	NA	NA	NA	408540	6
CAD_Harst2017-rs4266144	rs4266144	PQLC2L	rs4368453	chr3	156852141	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.015448	TRUE	6	NA	NA	NA	NA	408540	6
CAD_Harst2017-rs4266144	rs4266144	PTX3	rs12487629	chr3	156852205	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.019859	TRUE	3	NA	NA	NA	NA	301987	2
CAD_Harst2017-rs4266144	rs4266144	PTX3	rs4266144	chr3	156852592	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.019859	TRUE	3	NA	NA	NA	NA	301987	2
CAD_Harst2017-rs4266144	rs4266144	PTX3	rs4368453	chr3	156852141	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.019859	TRUE	3	NA	NA	NA	NA	301987	2
CAD_Harst2017-rs4266144	rs4266144	TIPARP	rs4266144	chr3	156852592	NA	NA	NA	NA	NA	liver-ENCODE	0.024946	TRUE	2	NA	NA	NA	NA	-460388	7
CAD_Harst2017-rs4266144	rs4266144	VEPH1	rs4266144	chr3	156852592	NA	NA	NA	NA	NA	liver-ENCODE	0.018145	TRUE	4	NA	NA	NA	NA	364853	5
CAD_Harst2017-rs4299376	rs4299376	ABCG5	rs4245791	chr2	44074431	NA	NA	NA	NA	NA	liver-ENCODE	0.104777	TRUE	1	NA	NA	NA	NA	-6618	2
CAD_Harst2017-rs4299376	rs4299376	ABCG5	rs6544713	chr2	44073881	NA	NA	NA	NA	NA	liver-ENCODE	0.104777	TRUE	1	NA	NA	NA	NA	-6618	2
CAD_Harst2017-rs4299376	rs4299376	ABCG8	rs4245791	chr2	44074431	NA	NA	NA	NA	NA	liver-ENCODE	0.104769	TRUE	2	NA	NA	NA	NA	-6474	1
CAD_Harst2017-rs4299376	rs4299376	ABCG8	rs6544713	chr2	44073881	NA	NA	NA	NA	NA	liver-ENCODE	0.104769	TRUE	2	NA	NA	NA	NA	-6474	1
CAD_Harst2017-rs4299376	rs4299376	DYNC2LI1	rs4245791	chr2	44074431	NA	NA	NA	NA	NA	liver-ENCODE	0.016005	TRUE	3	NA	NA	NA	NA	-71399	3
CAD_Harst2017-rs4299376	rs4299376	DYNC2LI1	rs6544713	chr2	44073881	NA	NA	NA	NA	NA	liver-ENCODE	0.016005	TRUE	3	NA	NA	NA	NA	-71399	3
CAD_Harst2017-rs4472337	rs4472337	SNRPC	rs9469860	chr6	34724815	NA	NA	NA	NA	NA	LNCAP	0.286862	TRUE	1	endothelial_cell_of_umbilical_vein-Roadmap	0.20265	TRUE	1	-44895	2
CAD_Harst2017-rs4472337	rs4472337	UHRF1BP1	rs16894959	chr6	34825662	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9972	1
CAD_Harst2017-rs4472337	rs4472337	UHRF1BP1	rs9469890	chr6	34763982	NA	NA	NA	NA	NA	PC-9-ENCODE	0.025556	TRUE	2	NA	NA	NA	NA	-9972	1
CAD_Harst2017-rs4472337	rs4472337	UHRF1BP1	rs9469913	chr6	34827085	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9972	1
CAD_Harst2017-rs4643373	rs4643373	ATP5G1	rs1962412	chr17	46970259	NA	NA	NA	NA	NA	pancreatic-ductal-cell-AMP	0.406315	TRUE	1	Eahy926_Ctrl	0.216651	TRUE	1	-153276	6
CAD_Harst2017-rs4643373	rs4643373	UBE2Z	rs1962412	chr17	46970259	NA	NA	NA	NA	NA	pancreatic-ductal-cell-AMP	0.172496	TRUE	2	NA	NA	NA	NA	-137693	5
CAD_Harst2017-rs4678145	rs4678145	UMPS	rs4678145	chr3	124450081	NA	NA	NA	NA	NA	HepG2-Roadmap	0.044129	TRUE	1	NA	NA	NA	NA	-869	1
CAD_Harst2017-rs4918072	rs4918072	CALHM2	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.017855	TRUE	9	NA	NA	NA	NA	-481482	14
CAD_Harst2017-rs4918072	rs4918072	CFAP43	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.041599	TRUE	4	NA	NA	NA	NA	298491	6
CAD_Harst2017-rs4918072	rs4918072	CFAP58	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.025908	TRUE	7	NA	NA	NA	NA	419877	10
CAD_Harst2017-rs4918072	rs4918072	GSTO1	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.036086	TRUE	5	NA	NA	NA	NA	320823	7
CAD_Harst2017-rs4918072	rs4918072	GSTO2	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.031741	TRUE	6	NA	NA	NA	NA	334986	8
CAD_Harst2017-rs4918072	rs4918072	ITPRIP	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.017555	TRUE	10	NA	NA	NA	NA	400019	9
CAD_Harst2017-rs4918072	rs4918072	SFR1	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.044252	TRUE	3	NA	NA	NA	NA	188171	5
CAD_Harst2017-rs4918072	rs4918072	SH3PXD2A	rs17573075	chr10	105649940	NA	NA	NA	NA	NA	body_of_pancreas-ENCODE	0.020766	TRUE	8	NA	NA	NA	NA	-78480	3
CAD_Harst2017-rs4918072	rs4918072	SH3PXD2A	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.016228	TRUE	3	-78480	3
CAD_Harst2017-rs4918072	rs4918072	SLK	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.064939	TRUE	2	endothelial_cell_of_umbilical_vein-Roadmap	0.01773	TRUE	2	33298	2
CAD_Harst2017-rs4918072	rs4918072	STN1	rs4918069	chr10	105654391	NA	NA	NA	NA	NA	brite_adipose-Loft2014	0.06763	TRUE	1	endothelial_cell_of_umbilical_vein-Roadmap	0.020103	TRUE	1	-15599	1
CAD_Harst2017-rs507666	rs507666	ABO	rs532436	chr9	136149830	NA	NA	NA	NA	NA	megakaryocyte-erythroid_progenitor-Corces2016	0.198226	TRUE	1	NA	NA	NA	NA	1231	1
CAD_Harst2017-rs56015508	rs56015508	KCNK5	rs10947787	chr6	39174525	NA	NA	NA	NA	NA	small_intestine_fetal-Roadmap	0.018969	TRUE	1	NA	NA	NA	NA	45210	1
CAD_Harst2017-rs56170783	rs56170783	C1orf168	rs56170783	chr1	57016131	NA	NA	NA	NA	NA	H1-hESC-ENCODE	0.02626	TRUE	3	NA	NA	NA	NA	269238	3
CAD_Harst2017-rs56170783	rs56170783	C8A	rs55869368	chr1	56986633	NA	NA	NA	NA	NA	Karpas-422-ENCODE	0.018002	TRUE	4	NA	NA	NA	NA	304311	4
CAD_Harst2017-rs56170783	rs56170783	PCSK9	rs72664324	chr1	56972353	NA	NA	NA	NA	NA	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	0.015587	TRUE	5	NA	NA	NA	NA	-1510983	7
CAD_Harst2017-rs56170783	rs56170783	PLPP3	rs56170783	chr1	57016131	NA	NA	NA	NA	NA	H1-hESC-ENCODE	0.045148	TRUE	1	NA	NA	NA	NA	29126	1
CAD_Harst2017-rs56170783	rs56170783	PRKAA2	rs72664324	chr1	56972353	NA	NA	NA	NA	NA	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	0.038723	TRUE	2	NA	NA	NA	NA	94858	2
CAD_Harst2017-rs56170783	rs56170783	USP24	rs56170783	chr1	57016131	NA	NA	NA	NA	NA	spinal_cord_fetal-ENCODE	0.01504	TRUE	6	NA	NA	NA	NA	-1335092	6
CAD_Harst2017-rs582384	rs582384	PRKCE	rs582384	chr2	45896437	NA	NA	NA	NA	NA	coronary_artery_smooth_muscle_cell-Miller2016	0.031396	TRUE	1	TeloHAEC_Ctrl	0.031396	TRUE	1	-17395	1
CAD_Harst2017-rs582384	rs582384	SRBD1	rs582384	chr2	45896437	NA	NA	NA	NA	NA	TeloHAEC_Ctrl	0.0155	TRUE	2	TeloHAEC_Ctrl	0.0155	TRUE	2	-58004	2
CAD_Harst2017-rs585967	rs585967	APOB	rs1800481	chr2	21267210	NA	NA	NA	NA	NA	TeloHAEC_TNF	0.288937	TRUE	1	TeloHAEC_TNF	0.288937	TRUE	1	-3609	1
CAD_Harst2017-rs60154123	rs60154123	DIEXF	rs1338290	chr1	210465467	NA	NA	NA	NA	NA	uterus-ENCODE	0.055004	TRUE	4	NA	NA	NA	NA	-467688	4
CAD_Harst2017-rs60154123	rs60154123	DIEXF	rs608791	chr1	210464638	NA	NA	NA	NA	NA	uterus-ENCODE	0.055004	TRUE	4	NA	NA	NA	NA	-467688	4
CAD_Harst2017-rs60154123	rs60154123	DIEXF	rs650854	chr1	210465315	NA	NA	NA	NA	NA	uterus-ENCODE	0.055004	TRUE	4	NA	NA	NA	NA	-467688	4
CAD_Harst2017-rs60154123	rs60154123	HHAT	rs1338290	chr1	210465467	NA	NA	NA	NA	NA	uterus-ENCODE	0.116159	TRUE	1	NA	NA	NA	NA	33250	1
CAD_Harst2017-rs60154123	rs60154123	HHAT	rs608791	chr1	210464638	NA	NA	NA	NA	NA	uterus-ENCODE	0.116159	TRUE	1	NA	NA	NA	NA	33250	1
CAD_Harst2017-rs60154123	rs60154123	HHAT	rs650854	chr1	210465315	NA	NA	NA	NA	NA	uterus-ENCODE	0.116159	TRUE	1	NA	NA	NA	NA	33250	1
CAD_Harst2017-rs60154123	rs60154123	IRF6	rs12030512	chr1	210466886	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.049659	TRUE	5	NA	NA	NA	NA	-489479	5
CAD_Harst2017-rs60154123	rs60154123	IRF6	rs1338290	chr1	210465467	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.049659	TRUE	5	NA	NA	NA	NA	-489479	5
CAD_Harst2017-rs60154123	rs60154123	IRF6	rs608791	chr1	210464638	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.049659	TRUE	5	NA	NA	NA	NA	-489479	5
CAD_Harst2017-rs60154123	rs60154123	IRF6	rs650854	chr1	210465315	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.049659	TRUE	5	NA	NA	NA	NA	-489479	5
CAD_Harst2017-rs60154123	rs60154123	KCNH1	rs12030512	chr1	210466886	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.05715	TRUE	3	NA	NA	NA	NA	838458	6
CAD_Harst2017-rs60154123	rs60154123	KCNH1	rs1338290	chr1	210465467	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.05715	TRUE	3	NA	NA	NA	NA	838458	6
CAD_Harst2017-rs60154123	rs60154123	KCNH1	rs608791	chr1	210464638	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.05715	TRUE	3	NA	NA	NA	NA	838458	6
CAD_Harst2017-rs60154123	rs60154123	KCNH1	rs650854	chr1	210465315	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.05715	TRUE	3	NA	NA	NA	NA	838458	6
CAD_Harst2017-rs60154123	rs60154123	SERTAD4	rs12030512	chr1	210466886	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.102724	TRUE	2	NA	NA	NA	NA	-62805	2
CAD_Harst2017-rs60154123	rs60154123	SERTAD4	rs1338290	chr1	210465467	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.102724	TRUE	2	NA	NA	NA	NA	-62805	2
CAD_Harst2017-rs60154123	rs60154123	SERTAD4	rs608791	chr1	210464638	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.102724	TRUE	2	NA	NA	NA	NA	-62805	2
CAD_Harst2017-rs60154123	rs60154123	SERTAD4	rs650854	chr1	210465315	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.102724	TRUE	2	NA	NA	NA	NA	-62805	2
CAD_Harst2017-rs60154123	rs60154123	SYT14	rs1338290	chr1	210465467	NA	NA	NA	NA	NA	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	0.043018	TRUE	6	NA	NA	NA	NA	-357481	3
CAD_Harst2017-rs60154123	rs60154123	SYT14	rs650854	chr1	210465315	NA	NA	NA	NA	NA	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	0.043018	TRUE	6	NA	NA	NA	NA	-357481	3
CAD_Harst2017-rs61776719	rs61776719	C1orf109	rs61776719	chr1	38461319	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.024394	TRUE	12	NA	NA	NA	NA	-305052	12
CAD_Harst2017-rs61776719	rs61776719	C1orf109	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.024394	TRUE	12	NA	NA	NA	NA	-305052	12
CAD_Harst2017-rs61776719	rs61776719	C1orf122	rs61776719	chr1	38461319	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.034092	TRUE	7	NA	NA	NA	NA	-187847	8
CAD_Harst2017-rs61776719	rs61776719	C1orf122	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.034092	TRUE	7	NA	NA	NA	NA	-187847	8
CAD_Harst2017-rs61776719	rs61776719	CDCA8	rs61776719	chr1	38461319	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.024395	TRUE	11	NA	NA	NA	NA	-303247	11
CAD_Harst2017-rs61776719	rs61776719	CDCA8	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.024395	TRUE	11	NA	NA	NA	NA	-303247	11
CAD_Harst2017-rs61776719	rs61776719	DNALI1	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.022924	TRUE	14	NA	NA	NA	NA	-438800	15
CAD_Harst2017-rs61776719	rs61776719	EPHA10	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	0.017806	TRUE	16	NA	NA	NA	NA	-230495	10
CAD_Harst2017-rs61776719	rs61776719	FHL3	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	H1-hESC-ENCODE	0.14075	TRUE	2	NA	NA	NA	NA	9868	2
CAD_Harst2017-rs61776719	rs61776719	GNL2	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.025063	TRUE	10	NA	NA	NA	NA	-399733	14
CAD_Harst2017-rs61776719	rs61776719	INPP5B	rs34655914	chr1	38397341	TRUE	TRUE	NA	NA	NA	erythroblast-Corces2016	0.102227	TRUE	4	NA	NA	NA	NA	-48590	4
CAD_Harst2017-rs61776719	rs61776719	INPP5B	rs35267671	chr1	38397369	TRUE	TRUE	NA	NA	NA	erythroblast-Corces2016	0.102227	TRUE	4	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.036922	TRUE	2	-48590	4
CAD_Harst2017-rs61776719	rs61776719	MANEAL	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	H1-hESC-ENCODE	0.030809	TRUE	8	NA	NA	NA	NA	-201546	9
CAD_Harst2017-rs61776719	rs61776719	MEAF6	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.02418	TRUE	13	NA	NA	NA	NA	-480899	17
CAD_Harst2017-rs61776719	rs61776719	MTF1	rs35267671	chr1	38397369	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013	0.016774	TRUE	3	-136027	6
CAD_Harst2017-rs61776719	rs61776719	MTF1	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	H1-hESC-ENCODE	0.041961	TRUE	6	NA	NA	NA	NA	-136027	6
CAD_Harst2017-rs61776719	rs61776719	POU3F1	rs61776719	chr1	38461319	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.059272	TRUE	5	NA	NA	NA	NA	51131	5
CAD_Harst2017-rs61776719	rs61776719	POU3F1	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.059272	TRUE	5	NA	NA	NA	NA	51131	5
CAD_Harst2017-rs61776719	rs61776719	RSPO1	rs61776719	chr1	38461319	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.025906	TRUE	9	NA	NA	NA	NA	-360724	13
CAD_Harst2017-rs61776719	rs61776719	RSPO1	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.025906	TRUE	9	NA	NA	NA	NA	-360724	13
CAD_Harst2017-rs61776719	rs61776719	SF3A3	rs4360494	chr1	38455891	NA	NA	NA	NA	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.15904	TRUE	1	-5537	1
CAD_Harst2017-rs61776719	rs61776719	SF3A3	rs61776719	chr1	38461319	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.264003	TRUE	1	NA	NA	NA	NA	-5537	1
CAD_Harst2017-rs61776719	rs61776719	SF3A3	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.264003	TRUE	1	NA	NA	NA	NA	-5537	1
CAD_Harst2017-rs61776719	rs61776719	SNIP1	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	muscle_of_leg_fetal-ENCODE	0.021404	TRUE	15	NA	NA	NA	NA	-441374	16
CAD_Harst2017-rs61776719	rs61776719	UTP11	rs61776719	chr1	38461319	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.11045	TRUE	3	NA	NA	NA	NA	17064	3
CAD_Harst2017-rs61776719	rs61776719	UTP11	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.11045	TRUE	3	NA	NA	NA	NA	17064	3
CAD_Harst2017-rs61776719	rs61776719	YRDC	rs61776719	chr1	38461319	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.034092	TRUE	7	NA	NA	NA	NA	-187454	7
CAD_Harst2017-rs61776719	rs61776719	YRDC	rs67631072	chr1	38461821	NA	NA	NA	NA	NA	stomach_fetal-Roadmap	0.034092	TRUE	7	NA	NA	NA	NA	-187454	7
CAD_Harst2017-rs61848342	rs61848342	CAMK1D	rs2001546	chr10	12285735	NA	NA	NA	NA	NA	CD19-positive_B_cell-Roadmap	0.030347	TRUE	2	NA	NA	NA	NA	87728	3
CAD_Harst2017-rs61848342	rs61848342	CDC123	rs2001546	chr10	12285735	NA	NA	NA	NA	NA	CD19-positive_B_cell-Roadmap	0.035459	TRUE	1	NA	NA	NA	NA	-65853	2
CAD_Harst2017-rs61848342	rs61848342	NUDT5	rs2001546	chr10	12285735	NA	NA	NA	NA	NA	CD19-positive_B_cell-Roadmap	0.035459	TRUE	1	NA	NA	NA	NA	-65670	1
CAD_Harst2017-rs61848342	rs61848342	SEC61A2	rs2001546	chr10	12285735	NA	NA	NA	NA	NA	CD19-positive_B_cell-Roadmap	0.021696	TRUE	3	NA	NA	NA	NA	-132174	4
CAD_Harst2017-rs6494488	rs6494488	ANKDD1A	rs6494488	chr15	65024204	NA	NA	NA	NA	NA	H1-hESC-Roadmap	0.01982	TRUE	3	NA	NA	NA	NA	179896	5
CAD_Harst2017-rs6494488	rs6494488	MTFMT	rs6494488	chr15	65024204	NA	NA	NA	NA	NA	H1-hESC-ENCODE	0.016521	TRUE	7	NA	NA	NA	NA	297773	8
CAD_Harst2017-rs6494488	rs6494488	OAZ2	rs6494486	chr15	64996193	NA	NA	NA	NA	NA	adrenal_gland_fetal-ENCODE	0.19175	TRUE	1	NA	NA	NA	NA	-28724	1
CAD_Harst2017-rs6494488	rs6494488	PIF1	rs6494488	chr15	65024204	NA	NA	NA	NA	NA	H1-hESC-Roadmap	0.016846	TRUE	6	NA	NA	NA	NA	93663	3
CAD_Harst2017-rs6494488	rs6494488	PLEKHO2	rs6494488	chr15	65024204	NA	NA	NA	NA	NA	H1-hESC-ENCODE	0.018084	TRUE	5	NA	NA	NA	NA	109877	4
CAD_Harst2017-rs6494488	rs6494488	RBPMS2	rs6494488	chr15	65024204	NA	NA	NA	NA	NA	H1-hESC-Roadmap	0.022117	TRUE	2	NA	NA	NA	NA	43582	2
CAD_Harst2017-rs6494488	rs6494488	SPG21	rs6494488	chr15	65024204	NA	NA	NA	NA	NA	H1-hESC-ENCODE	0.018611	TRUE	4	NA	NA	NA	NA	258080	7
CAD_Harst2017-rs6494488	rs6494488	TRIP4	rs6494488	chr15	65024204	NA	NA	NA	NA	NA	H1-hESC-ENCODE	0.015985	TRUE	8	NA	NA	NA	NA	-344202	11
CAD_Harst2017-rs6511720	rs6511720	ANGPTL8	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.025682	TRUE	6	endothelial_cell_of_umbilical_vein-Roadmap	0.025682	TRUE	6	147988	5
CAD_Harst2017-rs6511720	rs6511720	CARM1	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.030358	TRUE	5	endothelial_cell_of_umbilical_vein-Roadmap	0.030358	TRUE	5	-220054	10
CAD_Harst2017-rs6511720	rs6511720	CCDC151	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.017419	TRUE	12	endothelial_cell_of_umbilical_vein-Roadmap	0.01533	TRUE	12	343674	20
CAD_Harst2017-rs6511720	rs6511720	CCDC159	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.019777	TRUE	10	endothelial_cell_of_umbilical_vein-Roadmap	0.01785	TRUE	8	254874	14
CAD_Harst2017-rs6511720	rs6511720	CNN1	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.016181	TRUE	16	endothelial_cell_of_umbilical_vein-Roadmap	0.016181	TRUE	11	447225	28
CAD_Harst2017-rs6511720	rs6511720	DOCK6	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.024265	TRUE	7	NA	NA	NA	NA	170862	8
CAD_Harst2017-rs6511720	rs6511720	ECSIT	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.015868	TRUE	18	NA	NA	NA	NA	437681	27
CAD_Harst2017-rs6511720	rs6511720	EPOR	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.016238	TRUE	15	endothelial_cell_of_umbilical_vein-Roadmap	0.016238	TRUE	10	292712	18
CAD_Harst2017-rs6511720	rs6511720	KANK2	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.03256	TRUE	4	endothelial_cell_of_umbilical_vein-Roadmap	0.03256	TRUE	3	102960	3
CAD_Harst2017-rs6511720	rs6511720	LDLR	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	endothelial_cell_of_umbilical_vein-Roadmap	0.245582	TRUE	1	endothelial_cell_of_umbilical_vein-Roadmap	0.245582	TRUE	1	-2269	1
CAD_Harst2017-rs6511720	rs6511720	PRKCSH	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.017418	TRUE	13	endothelial_cell_of_umbilical_vein-Roadmap	0.01533	TRUE	12	343771	21
CAD_Harst2017-rs6511720	rs6511720	QTRT1	rs6511720	chr19	11202306	NA	NA	NA	NA	NA	mammary_epithelial_cell-ENCODE	0.016307	TRUE	14	endothelial_cell_of_umbilical_vein-Roadmap	0.0152	TRUE	13	-390195	24
