chr	start	end	variant	PosteriorProb	Disease	CredibleSet	CellType
chr20	33562476	33562476	rs79197732	NA	CAD_Harst2017	CAD_Harst2017-rs867186	small_intestine_fetal-Roadmap
chr20	33563911	33563911	rs76191812	NA	CAD_Harst2017	CAD_Harst2017-rs867186	BJAB-Engreitz
chr20	33563911	33563911	rs76191812	NA	CAD_Harst2017	CAD_Harst2017-rs867186	OCI-LY7-ENCODE
chr20	33563911	33563911	rs76191812	NA	CAD_Harst2017	CAD_Harst2017-rs867186	thymus_fetal-Roadmap
chr20	33563911	33563911	rs76191812	NA	CAD_Harst2017	CAD_Harst2017-rs867186	thymus_fetal-ENCODE
chr20	33563911	33563911	rs76191812	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_6h
chr20	33563911	33563911	rs76191812	NA	CAD_Harst2017	CAD_Harst2017-rs867186	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
chr20	33563911	33563911	rs76191812	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Karpas-422-ENCODE
chr20	33564738	33564738	rs77437249	NA	CAD_Harst2017	CAD_Harst2017-rs867186	BJAB-Engreitz
chr20	33564738	33564738	rs77437249	NA	CAD_Harst2017	CAD_Harst2017-rs867186	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
chr20	33564738	33564738	rs77437249	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_Ctrl
chr20	33564738	33564738	rs77437249	NA	CAD_Harst2017	CAD_Harst2017-rs867186	U937-Engreitz
chr20	33564738	33564738	rs77437249	NA	CAD_Harst2017	CAD_Harst2017-rs867186	thymus_fetal-Roadmap
chr20	33564738	33564738	rs77437249	NA	CAD_Harst2017	CAD_Harst2017-rs867186	OCI-LY7-ENCODE
chr20	33564738	33564738	rs77437249	NA	CAD_Harst2017	CAD_Harst2017-rs867186	thymus_fetal-ENCODE
chr20	33564738	33564738	rs77437249	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_2h
chr20	33564738	33564738	rs77437249	NA	CAD_Harst2017	CAD_Harst2017-rs867186	hepatocyte-ENCODE
chr20	33565528	33565528	rs117616040	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_24h
chr20	33565528	33565528	rs117616040	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Jurkat-Engreitz
chr20	33565528	33565528	rs117616040	NA	CAD_Harst2017	CAD_Harst2017-rs867186	heart_ventricle-ENCODE
chr20	33565528	33565528	rs117616040	NA	CAD_Harst2017	CAD_Harst2017-rs867186	megakaryocyte-erythroid_progenitor-Corces2016
chr20	33565528	33565528	rs117616040	NA	CAD_Harst2017	CAD_Harst2017-rs867186	adrenal_gland_fetal-Roadmap
chr20	33570007	33570007	rs7269138	NA	CAD_Harst2017	CAD_Harst2017-rs867186	coronary_artery-ENCODE
chr20	33570007	33570007	rs7269138	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_24h
chr20	33570007	33570007	rs7269138	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_IL1b
chr20	33570007	33570007	rs7269138	NA	CAD_Harst2017	CAD_Harst2017-rs867186	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_TNF
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_Ctrl
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	MDA-MB-231
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	psoas_muscle-Roadmap
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	megakaryocyte-erythroid_progenitor-Corces2016
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	eahy926
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d0
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	liver-ENCODE
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP1_LPS_4hr-Engreitz
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d6
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	adrenal_gland_fetal-ENCODE
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	U937_LPS_4hr-Engreitz
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Jurkat_anti-CD3_PMA_4hr-Engreitz
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	adrenal_gland_fetal-Roadmap
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_0h
chr20	33574458	33574458	rs8118978	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_Ctrl
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_VEGF
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Karpas-422-ENCODE
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	ovary-Roadmap
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD8-positive_alpha-beta_T_cell-ENCODE
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	HeLa-S3-Roadmap
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	adrenal_gland_fetal-ENCODE
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	bipolar_neuron_from_iPSC-ENCODE
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	adrenal_gland_fetal-Roadmap
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	body_of_pancreas-ENCODE
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	adrenal_gland-ENCODE
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_IL1b
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	GM12878-ENCODE
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_TNF
chr20	33576205	33576205	rs7261167	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_Ctrl
chr20	33576651	33576651	rs143368271	NA	CAD_Harst2017	CAD_Harst2017-rs867186	stomach-Roadmap
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	T-cell-ENCODE
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	U937_LPS_4hr-Engreitz
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	adrenal_gland_fetal-Roadmap
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	stomach-Roadmap
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	spinal_cord_fetal-ENCODE
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	stomach_fetal-ENCODE
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	transverse_colon-ENCODE
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	adrenal_gland_fetal-ENCODE
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_48h
chr20	33585437	33585437	rs55734215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	psoas_muscle-Roadmap
chr20	33587596	33587596	rs80109502	NA	CAD_Harst2017	CAD_Harst2017-rs867186	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013
chr20	33587596	33587596	rs80109502	NA	CAD_Harst2017	CAD_Harst2017-rs867186	SK-N-SH-ENCODE
chr20	33591627	33591627	rs2295700	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_120h
chr20	33591627	33591627	rs2295700	NA	CAD_Harst2017	CAD_Harst2017-rs867186	HepG2-Roadmap
chr20	33591627	33591627	rs2295700	NA	CAD_Harst2017	CAD_Harst2017-rs867186	heart_ventricle-ENCODE
chr20	33591627	33591627	rs2295700	NA	CAD_Harst2017	CAD_Harst2017-rs867186	U937_LPS_4hr-Engreitz
chr20	33591627	33591627	rs2295700	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Jurkat_anti-CD3_PMA_4hr-Engreitz
chr20	33592148	33592148	rs73905041	NA	CAD_Harst2017	CAD_Harst2017-rs867186	spleen-ENCODE
chr20	33592148	33592148	rs73905041	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_48h
chr20	33592148	33592148	rs73905041	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD56-positive_natural_killer_cells-Roadmap
chr20	33592588	33592588	rs75537616	NA	CAD_Harst2017	CAD_Harst2017-rs867186	U937-Engreitz
chr20	33592588	33592588	rs75537616	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_TNF
chr20	33592588	33592588	rs75537616	NA	CAD_Harst2017	CAD_Harst2017-rs867186	teloHAEC
chr20	33595913	33595913	rs17092215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD8-positive_alpha-beta_T_cell-ENCODE
chr20	33595913	33595913	rs17092215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	HepG2-Roadmap
chr20	33598612	33598612	rs6579208	NA	CAD_Harst2017	CAD_Harst2017-rs867186	psoas_muscle-Roadmap
chr20	33598612	33598612	rs6579208	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_Ctrl
chr20	33598612	33598612	rs6579208	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_48h
chr20	33598612	33598612	rs6579208	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_Ctrl
chr20	33598612	33598612	rs6579208	NA	CAD_Harst2017	CAD_Harst2017-rs867186	teloHAEC
chr20	33598612	33598612	rs6579208	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_TNF
chr20	33598612	33598612	rs6579208	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_TNF
chr20	33598612	33598612	rs6579208	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_VEGF
chr20	33598612	33598612	rs6579208	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_IL1b
chr20	33599403	33599403	rs7273734	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD19-positive_B_cell-Roadmap
chr20	33599403	33599403	rs7273734	NA	CAD_Harst2017	CAD_Harst2017-rs867186	NCCIT
chr20	33601498	33601498	rs75535620	NA	CAD_Harst2017	CAD_Harst2017-rs867186	brite_adipose-Loft2014
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	gastrocnemius_medialis-ENCODE
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	small_intestine_fetal-ENCODE
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_VEGF
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_Ctrl
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	MCF10A_treated_with_TAM24hr-Ji2017
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	liver-ENCODE
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	psoas_muscle-Roadmap
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	HeLa-S3-ENCODE
chr20	33605802	33605802	rs6579210	NA	CAD_Harst2017	CAD_Harst2017-rs867186	skeletal_muscle_myoblast-Roadmap
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_TNF
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	stomach-ENCODE
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	pancreas-Roadmap
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	small_intestine_fetal-ENCODE
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	HeLa-S3-ENCODE
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	myotube-ENCODE
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	heart_ventricle-ENCODE
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_VEGF
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	psoas_muscle-Roadmap
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	skeletal_muscle_myoblast-Roadmap
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	liver-ENCODE
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	gastrocnemius_medialis-ENCODE
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	MCF10A_treated_with_TAM24hr-Ji2017
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_Ctrl
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	eahy926
chr20	33605857	33605857	rs6579211	NA	CAD_Harst2017	CAD_Harst2017-rs867186	transverse_colon-ENCODE
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	transverse_colon-ENCODE
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	liver-ENCODE
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	gastrocnemius_medialis-ENCODE
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_IL1b
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	fibroblast_of_dermis-Roadmap
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_VEGF
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	muscle_of_leg_fetal-ENCODE
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	muscle_of_leg_fetal-Roadmap
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	body_of_pancreas-ENCODE
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	pancreas-Roadmap
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	ovary-Roadmap
chr20	33608616	33608616	rs7274866	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_TNF
chr20	33610118	33610118	rs8121710	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_48h
chr20	33610118	33610118	rs8121710	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_72h
chr20	33610118	33610118	rs8121710	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_24h
chr20	33610118	33610118	rs8121710	NA	CAD_Harst2017	CAD_Harst2017-rs867186	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017
chr20	33610118	33610118	rs8121710	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP_pmaLPS_ATAC_120h
chr20	33610118	33610118	rs8121710	NA	CAD_Harst2017	CAD_Harst2017-rs867186	psoas_muscle-Roadmap
chr20	33610118	33610118	rs8121710	NA	CAD_Harst2017	CAD_Harst2017-rs867186	gastrocnemius_medialis-ENCODE
chr20	33610118	33610118	rs8121710	NA	CAD_Harst2017	CAD_Harst2017-rs867186	THP-1_macrophage-VanBortle2017
chr20	33610992	33610992	rs7271729	NA	CAD_Harst2017	CAD_Harst2017-rs867186	thyroid_gland-ENCODE
chr20	33618606	33618606	rs78055011	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD19-positive_B_cell-Roadmap
chr20	33623522	33623522	rs76507298	NA	CAD_Harst2017	CAD_Harst2017-rs867186	keratinocyte-ENCODE
chr20	33623522	33623522	rs76507298	NA	CAD_Harst2017	CAD_Harst2017-rs867186	pancreatic-alpha-cell-AMP
chr20	33629610	33629610	rs55946144	NA	CAD_Harst2017	CAD_Harst2017-rs867186	bipolar_neuron_from_iPSC-ENCODE
chr20	33629610	33629610	rs55946144	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d6
chr20	33636219	33636219	rs8118005	NA	CAD_Harst2017	CAD_Harst2017-rs867186	spleen-ENCODE
chr20	33640920	33640920	rs11905081	NA	CAD_Harst2017	CAD_Harst2017-rs867186	endothelial_cell_of_umbilical_vein-Roadmap
chr20	33640920	33640920	rs11905081	NA	CAD_Harst2017	CAD_Harst2017-rs867186	MDA-MB-231
chr20	33641220	33641220	rs11907438	NA	CAD_Harst2017	CAD_Harst2017-rs867186	MDA-MB-231
chr20	33642480	33642480	rs8117847	NA	CAD_Harst2017	CAD_Harst2017-rs867186	LNCAP
chr20	33642480	33642480	rs8117847	NA	CAD_Harst2017	CAD_Harst2017-rs867186	thyroid_gland-ENCODE
chr20	33642480	33642480	rs8117847	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d14
chr20	33642480	33642480	rs8117847	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d6
chr20	33642480	33642480	rs8117847	NA	CAD_Harst2017	CAD_Harst2017-rs867186	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017
chr20	33649376	33649376	rs7263253	NA	CAD_Harst2017	CAD_Harst2017-rs867186	LNCAP
chr20	33649593	33649593	rs7268447	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD56-positive_natural_killer_cells-Roadmap
chr20	33650069	33650069	rs2145558	NA	CAD_Harst2017	CAD_Harst2017-rs867186	coronary_artery-ENCODE
chr20	33651453	33651453	rs75165171	NA	CAD_Harst2017	CAD_Harst2017-rs867186	heart_ventricle-ENCODE
chr20	33652964	33652964	rs717593	NA	CAD_Harst2017	CAD_Harst2017-rs867186	teloHAEC
chr20	33655535	33655535	rs76363448	NA	CAD_Harst2017	CAD_Harst2017-rs867186	white_adipose-Loft2014
chr20	33657510	33657510	rs138628775	NA	CAD_Harst2017	CAD_Harst2017-rs867186	T-cell-ENCODE
chr20	33657510	33657510	rs138628775	NA	CAD_Harst2017	CAD_Harst2017-rs867186	H9-ENCODE
chr20	33657510	33657510	rs138628775	NA	CAD_Harst2017	CAD_Harst2017-rs867186	thyroid_gland-ENCODE
chr20	33657510	33657510	rs138628775	NA	CAD_Harst2017	CAD_Harst2017-rs867186	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017
chr20	33657510	33657510	rs138628775	NA	CAD_Harst2017	CAD_Harst2017-rs867186	coronary_artery-ENCODE
chr20	33657510	33657510	rs138628775	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016
chr20	33667424	33667424	rs78202808	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD3-positive_T_cell-Roadmap
chr20	33667424	33667424	rs78202808	NA	CAD_Harst2017	CAD_Harst2017-rs867186	T-cell-ENCODE
chr20	33667783	33667783	rs117236853	NA	CAD_Harst2017	CAD_Harst2017-rs867186	natural_killer_cell-Corces2016
chr20	33667783	33667783	rs117236853	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD56-positive_natural_killer_cells-Roadmap
chr20	33667783	33667783	rs117236853	NA	CAD_Harst2017	CAD_Harst2017-rs867186	coronary_artery-ENCODE
chr20	33667783	33667783	rs117236853	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD8-positive_alpha-beta_T_cell-Corces2016
chr20	33667783	33667783	rs117236853	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD8-positive_alpha-beta_T_cell-ENCODE
chr20	33667783	33667783	rs117236853	NA	CAD_Harst2017	CAD_Harst2017-rs867186	T-cell-ENCODE
chr20	33668260	33668260	rs6579215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD3-positive_T_cell-Roadmap
chr20	33668260	33668260	rs6579215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD56-positive_natural_killer_cells-Roadmap
chr20	33668260	33668260	rs6579215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d14
chr20	33668260	33668260	rs6579215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	T-cell-ENCODE
chr20	33668260	33668260	rs6579215	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d0
chr20	33668297	33668297	rs6579216	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD3-positive_T_cell-Roadmap
chr20	33668297	33668297	rs6579216	NA	CAD_Harst2017	CAD_Harst2017-rs867186	CD56-positive_natural_killer_cells-Roadmap
chr20	33668297	33668297	rs6579216	NA	CAD_Harst2017	CAD_Harst2017-rs867186	T-cell-ENCODE
chr20	33668297	33668297	rs6579216	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d14
chr20	33668297	33668297	rs6579216	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d0
chr20	33673843	33673843	rs11907594	NA	CAD_Harst2017	CAD_Harst2017-rs867186	GM12878-Roadmap
chr20	33674004	33674004	rs55993524	NA	CAD_Harst2017	CAD_Harst2017-rs867186	thymus_fetal-ENCODE
chr20	33674004	33674004	rs55993524	NA	CAD_Harst2017	CAD_Harst2017-rs867186	GM12878-Roadmap
chr20	33676109	33676109	rs8121957	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d6
chr20	33676109	33676109	rs8121957	NA	CAD_Harst2017	CAD_Harst2017-rs867186	LNCAP
chr20	33676109	33676109	rs8121957	NA	CAD_Harst2017	CAD_Harst2017-rs867186	A673-ENCODE
chr20	33676109	33676109	rs8121957	NA	CAD_Harst2017	CAD_Harst2017-rs867186	IMR90-Roadmap
chr20	33676109	33676109	rs8121957	NA	CAD_Harst2017	CAD_Harst2017-rs867186	IMR90-ENCODE
chr20	33676109	33676109	rs8121957	NA	CAD_Harst2017	CAD_Harst2017-rs867186	endothelial_cell_of_umbilical_vein-Roadmap
chr20	33676109	33676109	rs8121957	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d14
chr20	33677164	33677164	rs11905354	NA	CAD_Harst2017	CAD_Harst2017-rs867186	small_intestine_fetal-ENCODE
chr20	33678732	33678732	rs73903009	NA	CAD_Harst2017	CAD_Harst2017-rs867186	H7
chr20	33678732	33678732	rs73903009	NA	CAD_Harst2017	CAD_Harst2017-rs867186	large_intestine_fetal-ENCODE
chr20	33689941	33689941	rs76648234	NA	CAD_Harst2017	CAD_Harst2017-rs867186	NCCIT
chr20	33692261	33692261	rs8117100	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d2
chr20	33692261	33692261	rs8117100	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d0
chr20	33692261	33692261	rs8117100	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d14
chr20	33692261	33692261	rs8117100	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Adipocyte-Claussnitzer_d6
chr20	33692618	33692618	rs6060236	NA	CAD_Harst2017	CAD_Harst2017-rs867186	HAP1
chr20	33692618	33692618	rs6060236	NA	CAD_Harst2017	CAD_Harst2017-rs867186	brite_adipose-Loft2014
chr20	33692618	33692618	rs6060236	NA	CAD_Harst2017	CAD_Harst2017-rs867186	white_adipose-Loft2014
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_Ctrl
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	myotube-ENCODE
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	fibroblast_of_lung-Roadmap
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	erythroblast-Corces2016
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	foreskin_fibroblast-Roadmap
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	astrocyte-Roadmap
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	skeletal_muscle_myoblast-Roadmap
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_VEGF
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	Eahy926_IL1b
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	TeloHAEC_Ctrl
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	psoas_muscle-Roadmap
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	induced_pluripotent_stem_cell-ENCODE
chr20	33699435	33699435	rs6060244	NA	CAD_Harst2017	CAD_Harst2017-rs867186	fibroblast_of_arm-ENCODE
